3620.82 6970.85 2.16448
2147.64 7157.82 2.78418
3484.21 6373.89 1.16531
3122.56 7927.48 2.96811
2362.52 7003.39 2.72454
3220.06 7733.87 1.98728
3957.11 6174.33 1.77667
2367.13 6454.85 2.29471
2212.48 7561.3 1.30303
2018.47 7272.68 2.02822
2822.58 6961.02 1.13339
2520.96 6353.02 2.48936
2189.56 6788.89 2.53762
2757.87 7491.26 2.88306
3181.06 7570.97 1.14072
3562.84 7698.73 2.24974
3851.69 7123.82 1.29455
3469.67 7157.23 1.64
3284.67 7779.99 2.44074
3682.75 7879.89 2.31208
2793.62 7618.55 2.51905
3485.49 7506.16 1.58821
3470.6 6428.45 1.57793
3039.71 623.961 2.26338
3277.02 1449.54 1.29609
3375.1 1683.24 2.10921
2859.8 1252.8 2.72103
2053.41 4393.78 2.25061
3453.64 5989.18 2.13864
3270.97 5005.77 1.2266
3276.45 5467.95 1.25596
4940.35 2920.56 1.53254
4930.91 3395.78 1.59989
4081.28 2638.59 1.98474
6166.79 2625.99 1.59403
6919.9 2906.42 2.12313
6178.96 930.715 1.92173
7852.84 888.739 2.79415
4633.99 7268.51 1.70617
5371.46 6840.81 1.34849
9274.69 5590.49 2.64695
8386.85 4827.57 2.51629
8297.26 8860.84 2.33386
299.542 6854.79 1.0191
9367.79 202.87 1.42007
6224.55 4288.64 2.76484
858.205 9165.27 1.02208
5913.77 5264.54 2.62767
7511.18 9988.34 1.86304
2601.9 8897.02 1.35294
