8134.57 1079.59 2.08518
9503.35 10.4711 1.69794
9638.95 861.726 2.82364
9185.79 1949.24 2.48308
9453.77 1302.37 2.09422
9654.04 413.713 2.27543
9969.97 1322.04 1.62771
9856.98 1718.4 1.09542
8148.74 1292.91 2.53695
9612.93 290.881 1.15841
8775.81 272.718 2.443
527.791 3836.78 2.15181
93.9173 2414.68 1.33454
362.571 2378.27 1.5638
1001.86 3076.96 1.23735
641.889 2348.78 1.78049
1792.89 2828.15 2.02534
528.33 3745.44 2.39545
843.017 2972.94 1.65695
801.334 3650.17 2.73242
1040.44 2108.49 1.85555
1411.64 2157.41 2.59316
237.399 7875.64 1.61331
1017.55 7992.43 2.32727
1889.67 6704.04 1.59705
93.5212 6427.57 1.00256
499.891 6036.58 2.75466
1881.51 6190.46 2.43353
1045.48 6556.62 1.57404
148.291 6210.96 2.29702
717.06 7984.98 1.47983
6458.24 3444.39 2.94053
7251.63 3577.05 1.10762
7656.9 2847.02 1.88272
6188.48 3727.55 2.01193
7770.25 3017.13 1.7471
6582.17 2238.49 2.1562
6279.3 2558.27 1.97009
7805.88 2643.69 2.8233
6982.11 2592.13 2.39203
2916.75 2638.19 1.28059
3043.93 2834.5 1.34001
5525.27 3251.5 1.10349
3643.8 8687.95 1.18937
5092.29 7313.35 2.53938
4808.08 8602.59 2.80433
2609.68 6798.36 2.60285
5957.46 742.01 2.13415
6157.19 9402.05 1.62771
8800.75 4415.7 2.58452
