9162.09 5297.09 2.99884
8214.77 5715.78 2.06662
9948.42 5837.39 1.49203
9312.26 5992.75 1.85581
9636.26 5900.34 2.47752
8522.01 5773.4 1.65445
9995.72 5617.44 2.70637
8836.72 4245.49 1.16284
8021.25 4756.14 1.04751
8801.85 4327.28 2.41282
8682.26 4896.11 1.62552
9452.1 4235.31 2.41628
8618.96 5078.89 2.91774
8875.79 4149.13 2.22511
8718.11 5757.1 1.66292
9356.29 5569.88 1.35169
9385.17 4112.38 1.84597
8346.97 5115.73 2.28998
3503.97 8262.4 1.58677
3727.7 8344.96 2.5268
2337.52 9768.33 1.16744
3285.98 8725.29 2.77426
2948.85 9192.69 2.37393
3970.41 9546.89 2.16519
4605.35 8839.38 1.70099
4145.37 9998.92 1.12521
5127.1 8100.58 1.15545
5727.65 8346.8 1.59402
5499.99 8576.66 1.16621
7494.04 8492.06 2.52431
7893.09 9939.58 1.13786
6808.14 9263.86 1.74155
7455.5 9675.37 1.28074
2416.68 2662.61 2.05526
3292 2690.64 2.43486
3460.4 3447.89 2.87366
217.903 3893.08 1.16357
1585.28 3088.88 1.12059
1050.81 2673.45 2.26882
5663.4 3526.86 1.44616
4337.15 2884.09 2.56049
5858.06 2977.89 2.45941
727.472 6759.05 1.88158
38.6886 7482.76 1.96091
3829.73 6086.09 2.54225
3229.96 685.489 2.28537
9136.78 9820.29 2.869
4022.46 7628.87 1.51221
4685.82 916.534 2.89603
9191.38 6726.46 2.58343
