648.324 9188.34 1.51546
859.058 8863.13 1.74793
1793.69 9349.56 1.28481
1249.02 9971 1.72718
545.015 9601.36 1.52653
88.0235 9093.55 1.28236
1982.84 8469.73 2.77096
1346.85 8981.94 1.56423
84.999 9024.52 1.53633
1207.39 9309.07 2.2366
729.034 9584.41 2.71089
1808.39 8941.21 2.7262
475.83 8315.55 1.59679
1503.16 8596.51 1.82559
872.428 9028.38 1.54473
1425.14 8279.5 1.95983
8015.88 3049.59 2.83102
8910.81 3379.81 1.81941
9350.05 3073.3 2.55622
9143.92 2901.12 1.91919
9795.37 2770.73 2.10986
9881.66 2187.52 1.14277
8016.19 2997.4 2.78398
8481.73 3127.4 2.69819
8743.62 2085.81 1.25101
8880.26 2919.14 1.98591
9949.51 2661.38 2.66363
2421.37 3357.52 2.32355
2581.46 3995.68 2.41904
2508.39 2402.31 1.75216
2910.59 3387.18 1.82313
3999.94 2306.62 2.36607
2503.72 2680.27 1.75673
3740.27 3460.92 2.06995
3227.6 3263.41 2.7381
5976.14 3968.22 2.20735
5572.37 3758.32 1.10199
5232.52 3055.44 1.03297
3666.71 8650.41 2.25169
3167.96 8762.58 2.62707
3841.59 9791.55 1.10695
8871.58 1572.29 1.86991
8341.14 355.502 1.71377
8203.2 693.762 1.77647
653.595 6107.4 1.83067
1348.59 7536.33 1.87603
6909.88 9036.2 2.20051
3318.91 6344.33 2.53583
2919.81 4741.92 2.33867
2547.12 1281.15 2.6487
