7810.41 2485.43 2.10144
7073.82 2578.92 1.40256
7742.11 3186.95 1.88062
6561.28 3963.75 2.21392
6181.27 3501.69 2.65541
6610.03 2866.94 1.27373
7978.55 2087.17 1.8054
6183.56 3227.43 1.59556
6106.24 3780.65 2.87852
6009.24 3636.34 2.2479
7411.29 2480.52 1.6462
7260.48 3176.52 2.87934
7094.78 3394.45 2.72155
6378.94 2745.63 2.39271
7590.54 2785.49 2.63779
6781.42 3849.36 2.31347
6925.85 2561.91 2.07429
7734.84 3578.62 1.95922
6642.33 3890 2.16314
6841.38 3939.95 1.84385
7396.81 3809.28 1.49005
3519.86 5311.98 2.52182
2638.51 5724.77 2.03808
3687.56 4841.62 2.28523
2429.9 5626.41 1.5135
2744.2 5963.42 2.0096
3852.06 5734.4 2.69386
3520.23 5246.75 1.20421
2602.16 4409.25 1.1492
3429.53 4607.27 1.88296
3600.32 4648.92 1.45021
2436.89 5826.73 1.6666
2192.26 4093.21 1.39197
3651.42 4955.37 1.92081
2042.39 4956.69 2.33067
7026.71 4196.89 1.11359
6726.83 5994.6 1.34228
7635.48 4502.88 2.95241
6638.23 5733.98 1.03341
7499.92 4883.27 1.35428
7629.65 5850.33 1.50081
7470.18 6460.29 2.95469
7465.46 7697.89 2.5653
6040.64 6319.3 2.51782
2083.39 9313 1.70317
3089.48 3465.36 2.97152
6317 1634.26 2.04541
3637.35 1795.25 2.07631
1148.64 430.418 2.83942
149.771 3427.4 2.78334
