4458.73 1673.76 1.24874
5932.88 1442.04 1.40547
5535.79 536.504 1.54477
5810.3 1934.73 1.74856
4726.27 1103.05 1.06055
4698.05 1960.49 2.54233
5961.4 556.896 1.52677
5530.42 209.365 2.08859
4191.24 805.159 2.91717
5216.62 945.413 2.70362
4140.33 64.9184 1.95142
5068.86 117.713 1.00613
5570.61 1709.99 1.90865
5882.08 1342.14 1.38927
4462.95 1813.86 1.46249
4206.56 128.862 2.5175
4466.53 1011.44 1.18212
5122.71 41.5042 1.0946
5156.21 1801.99 1.7428
3535.74 2361.57 2.94685
3549.32 3104.58 1.39637
3037.6 3914.91 2.53393
3573.82 2527.53 1.49152
2539.57 2734.14 1.28153
3733.71 3921.91 2.23906
3536.42 2244.14 1.4582
3083.88 3536.64 1.91336
2173.14 2693.07 2.54882
2480.57 3568.05 2.42166
9448.08 5554.4 2.76702
9308.28 5990.26 2.15498
8143.86 4905.2 1.10336
9548.81 5121.16 2.45037
9499.85 5189.89 2.80755
8133.37 4530.59 1.17939
9915.62 5287.07 2.39377
7446.32 8428.5 1.84125
7037.82 9456.21 2.35308
7273.15 9374.73 2.90856
7099.47 9078.29 2.59611
6276.03 8736.31 1.22132
7750.11 3963.4 2.3973
7627.9 2215.78 1.12803
7961.07 5037.65 2.58907
2970.59 1741.66 2.75435
4547.22 4831.45 1.29128
8467.54 2774.75 1.86695
5069.59 2169.31 1.4113
8231.01 382.59 1.33283
6202.1 6659.78 1.76137
