972.492 5782.51 2.15701
1288.59 4294.7 2.53692
1690.52 5024.34 1.82529
1873.54 5956.49 1.58168
1817.52 5402.03 2.61631
1132.04 4640.33 2.73294
1974.26 5704.6 2.08139
1020.27 5472.91 1.86955
127.488 4536.77 1.37344
811.087 5963.6 1.64455
7023.83 5574.38 2.07806
6366.21 4069.72 1.2052
6025.06 4609.94 1.23093
7715.88 4351.68 1.2127
7693.05 5156.09 2.642
7822.48 5281.27 2.73034
7024.28 5496.1 2.56112
6722.59 5691.1 1.83259
6115.43 5128.72 1.36536
6320.39 4378.7 2.97668
9632.05 9036.26 1.72935
8872.19 9993.51 2.90747
8762.58 8603.47 1.81829
8365.88 8080.77 2.27818
8999.9 9459.93 2.00201
8755.58 9020.39 2.28048
8610.41 8191.38 1.71606
9841.39 9895.12 2.74513
8043.2 8272.83 2.02561
4964.21 6952.34 1.86731
5358.54 7637.47 2.1365
4848.77 7583.16 2.06017
4732.99 6052.19 2.24914
2500.07 7975.6 1.60309
3751.94 6143.86 2.3541
2762.38 6687.31 2.30861
3137.39 7284.04 2.14218
1307.38 7358.43 2.91551
1511.71 6533.25 2.04754
3980.39 5161.11 2.19306
4364.81 2554.3 1.78754
8978.36 2516.5 1.30764
5379.73 4112.88 1.16075
6820.67 6921.73 1.97677
8134.74 1773.19 2.6012
6114.93 1499.16 1.53762
7148.26 2358.73 2.86152
3706.71 3993 2.34538
8761.14 4938.22 1.70961
1991.37 3098.69 1.61579
