8324.17 2594.18 2.99768
8429.53 3431.57 1.13324
9896.85 3674.78 1.98406
8624.51 3985.5 2.71161
9272.51 3800.68 1.95505
9044.01 3546.78 2.30889
9991.43 3234.87 2.41272
9673.43 2490.98 1.32567
8042.5 3512.26 1.09502
9603.7 2654.54 1.82564
9364.52 3792.21 2.25105
8904.2 2470.6 1.83255
9237.92 2157.78 2.83548
9751.58 2298.26 1.45021
9436.21 3514.2 2.32583
5007.95 8524.8 1.70338
5455.4 8689.91 2.69193
4675.02 9536.65 1.57995
4571.96 9450.57 2.17352
5897.68 8385.37 2.0536
5940.83 9093.76 1.33487
5008.1 8498.7 2.5485
4240.87 8563.7 1.74785
1210.69 3678.76 1.33037
290.728 3997.84 2.40198
254.202 2201.16 1.25042
1455.3 2693.59 1.3109
999.97 3153.32 2.18802
251.866 2340.13 1.33242
870.137 2730.47 2.04862
2988.08 2984.11 1.27571
3786.18 3879.17 2.48308
3616.26 2527.72 1.56149
2911 3350.74 1.11053
2505.79 3719.19 1.86971
3023.48 2353.86 2.74732
6833.36 3325.2 1.32713
6583.98 3381.29 1.24119
6920.8 2895.77 1.53763
8435.8 5786.15 1.89233
9170.57 4177.76 2.12097
3326.8 7053.71 1.91882
2674.29 7768.17 2.76315
3454.94 5518.1 2.92183
3659.46 172.172 2.0845
2459.91 9370.97 1.57073
4273.56 3640.58 2.73798
44.9125 9257.73 2.02443
1371.65 1833.06 2.79205
382.758 5452.92 2.16685
